48425	 vertices in the domain
Index of vertex | x cordinate | y cordiate 
	0	1	0
	1	0.13298	0.136367
	2	0.999781	-0.0209424
	3	-0.406737	-0.913545
	4	-0.929776	0.368125
	5	-0.481754	0.876307
	6	-0.425779	-0.904827
	7	-0.444635	-0.895712
	8	-0.463296	-0.886204
	9	0.756995	-0.653421
	10	-0.5	-0.866025
	11	-0.535827	-0.844328
	12	0.166769	-0.985996
	13	0.770513	0.637424
	14	0.187381	0.982287
	15	-0.951057	-0.309017
	16	0.381082	-0.324232
	17	-0.238287	0.432422
	18	-0.208972	0.323445
	19	-0.125333	-0.992115
	20	0.384221	0.318723
	21	0.682561	-0.177024
	22	-0.577654	0.40884
	23	0.0748929	0.379061
	24	-0.237025	-0.0670389
	25	-0.012823	-0.624064
	26	-0.783693	-0.621148
	27	0.68985	0.156735
	28	0.5	0.866025
	29	0.274545	-0.653592
	30	-0.146083	0.989272
	31	-0.999123	0.0418757
	32	0.843165	0.0822428
	33	0.579417	-0.491209
	34	-0.361248	0.658102
	35	-0.123235	0.221583
	36	-0.350562	-0.486954
	37	-0.00442561	-0.3093
	38	-0.62995	-0.385352
	39	-0.0659995	-0.808608
	40	0.382015	-0.00421417
	41	0.446224	0.585788
	42	0.5	-0.866025
	43	-0.795921	0.222961
	44	-0.0288731	0.684892
	45	0.126907	-0.635315
	46	0.929776	-0.368125
	47	-0.756995	0.653421
	48	-0.412943	0.161186
	49	0.541601	0.235303
	50	0.348572	0.937282
	51	-0.989272	-0.146083
	52	0.691437	-0.00575488
	53	0.74918	-0.427396
	54	-0.213183	-0.639892
	55	-0.5527	0.654383
	56	0.0385693	0.188994
	57	-0.300618	-0.281823
	58	0.0601948	-0.472702
	59	-0.430321	-0.673299
	60	-0.727315	-0.149014
	61	0.386033	0.158149
	62	0.488865	0.418916
	63	-0.317676	0.297161
	64	0.924816	0.0315036
	65	0.328867	-0.944376
	66	-0.75849	0.384534
	67	-0.256948	0.822539
	68	-0.564147	-0.550998
	69	-0.897618	0.136743
	70	0.327018	-0.490729
	71	0.944376	0.328867
	72	0.39002	0.76318
	73	0.530512	-0.24382
	74	-0.598686	0.193131
	75	0.256996	0.486688
	76	-0.178181	0.068692
	77	-0.00136738	-0.154902
	78	0.0464642	-0.89522
	79	0.73022	0.402342
	80	-0.133892	0.561167
	81	0.531396	-0.678318
	82	-0.876307	-0.481754
	83	-0.26892	-0.963163
	84	0.637424	0.770513
	85	0.0762804	0.834229
	86	0.982287	-0.187381
	87	-0.973579	-0.228351
	88	0.806321	-0.0770361
	89	0.658366	-0.571551
	90	-0.318164	-0.656036
	91	0.0794916	0.659586
	92	-0.0263262	0.295952
	93	-0.426154	-0.784057
	94	-0.35696	-0.115822
	95	-0.013538	-0.46482
	96	-0.438136	-0.774832
	97	0.270715	-0.107635
	98	-0.144273	-0.721634
	99	0.208687	0.252695
	100	0.375216	0.449113
	101	-0.254786	0.186355
	102	0.960088	0.00241236
	103	0.161018	-0.77777
	104	-0.867688	0.294204
	105	-0.160524	0.321966
	106	-0.48431	-0.430368
	107	-0.999123	-0.0418757
	108	0.219897	-0.399665
	109	0.985996	0.166769
	110	0.543377	0.680611
	111	0.80737	-0.270211
	112	0.612203	-0.129222
	113	-0.670888	0.525263
	114	-0.499267	0.284879
	115	0.0105638	0.0168154
	116	0.318293	0.61995
	117	-0.117563	-0.0363786
	118	-0.0345146	-0.940844
	119	-0.669131	-0.743145
	120	0.463368	0.116817
	121	0.584152	0.501526
	122	0.208921	0.885127
	123	0.427508	-0.584911
	124	0.0301536	-0.72173
	125	0.244069	-0.170117
	126	0.770208	0.0358033
	127	0.8182	0.245161
	128	0.469797	-0.409851
	129	-0.23404	-0.789346
	130	-0.328867	0.944376
	131	-0.150307	-0.291332
	132	0.378284	-0.16528
	133	-0.790507	-0.352006
	134	-0.499372	-0.607964
	135	0.24869	-0.968583
	136	0.458856	-0.250847
	137	0.172178	0.428966
	138	0.637424	-0.770513
	139	-0.750142	0.169911
	140	-0.0379528	0.47094
	141	0.0209424	0.999781
	142	0.225923	-0.562924
	143	0.515238	0.328843
	144	0.013218	0.762832
	145	-0.963163	-0.26892
	146	0.855364	-0.518027
	147	0.63983	-0.338153
	148	-0.348572	-0.937282
	149	-0.621148	0.783693
	150	-0.335234	0.438369
	151	-0.518027	-0.855364
	152	0.39133	-0.758513
	153	-0.675687	0.283458
	154	-0.855364	0.518027
	155	-0.706836	-0.499188
	156	-0.978148	0.207912
	157	0.866025	0.5
	158	0.425779	0.904827
	159	-0.187381	-0.982287
	160	0.570714	0.821149
	161	0.864514	-0.0190692
	162	0.240417	0.673918
	163	-0.279445	-0.56028
	164	0.854418	-0.375379
	165	-0.0418054	0.203019
	166	-0.376383	-0.724676
	167	-0.413498	-0.848256
	168	-0.386588	-0.215079
	169	0.0245935	-0.547961
	170	-0.473448	-0.694785
	171	-0.917553	-0.18922
	172	-0.0617746	-0.725772
	173	0.440994	-0.012221
	174	0.463289	0.502087
	175	-0.374091	0.226369
	176	0.979666	-0.00944071
	177	0.163444	-0.878554
	178	-0.77275	0.300935
	179	-0.307966	0.735643
	180	-0.602008	-0.473116
	181	-0.946235	0.0439109
	182	0.147051	-0.522419
	183	0.915752	0.122663
	184	0.55191	0.753263
	185	0.723225	-0.30516
	186	0.609232	-0.212871
	187	-0.572121	0.529688
	188	-0.588157	0.285086
	189	0.0201255	0.100289
	190	0.350905	0.541717
	191	-0.150837	0.146723
	192	-0.110628	-0.116063
	193	-0.00794178	-0.85502
	194	-0.675929	-0.581719
	195	0.461909	0.198856
	196	0.750576	0.513638
	197	0.119489	0.821216
	198	0.297503	-0.580661
	199	0.0829034	-0.68208
	200	-0.0844588	0.623305
	201	-0.643419	0.096437
	202	0.751751	-0.035773
	203	-0.369166	0.0815786
	204	0.557493	-0.372126
	205	0.545456	-0.589085
	206	-0.308313	0.548858
	207	-0.204037	0.90662
	208	-0.0294225	0.384354
	209	-0.0450421	-0.016669
	210	-0.321135	-0.378888
	211	0.198516	-0.073773
	212	-0.140585	0.782868
	213	-0.921863	-0.387516
	214	-0.405977	-0.638524
	215	-0.230276	-0.693112
	216	0.107649	-0.354614
	217	0.537775	0.156636
	218	0.562892	0.591239
	219	0.14177	0.31092
	220	0.516832	-0.7674
	221	-0.957319	0.289032
	222	-0.71059	0.223648
	223	0.132859	0.910624
	224	0.274046	-0.442953
	225	0.216424	-0.717385
	226	0.897559	-0.232856
	227	-0.762715	0.522162
	228	-0.269126	-0.023447
	229	-0.456977	0.350606
	230	0.538759	-0.00239889
	231	0.567338	0.263857
	232	0.125583	0.678941
	233	-0.905383	-0.228884
	234	-0.112214	-0.635627
	235	0.301476	0.124733
	236	0.301183	-0.287774
